provider,model,id,type,field,is_checkpoint,pred,gold,abs_err,rel_err,abs_tol,rel_tol,pass,latency_s,error
gemini,gemini-2.5-pro,bandpass_response_004,bandpass_response,resonance_hz,False,160.0,197.8,37.80000000000001,0.19110212335692622,0.0,0.05,False,20.724062204360962,
gemini,gemini-2.5-pro,bandpass_response_004,bandpass_response,bandwidth_hz,False,30.0,24.7,5.300000000000001,0.21457489878542513,0.0,0.08,False,20.724062204360962,
gemini,gemini-2.5-pro,bandpass_response_004,bandpass_response,cp_f1_3db_hz,True,145.0,185.8,40.80000000000001,0.21959095801937573,0.0,0.08,False,20.724062204360962,
gemini,gemini-2.5-pro,bandpass_response_004,bandpass_response,cp_f2_3db_hz,True,175.0,210.5,35.5,0.16864608076009502,0.0,0.08,False,20.724062204360962,
gemini,gemini-2.5-pro,bandpass_response_004,bandpass_response,cp_q_factor,True,5.33,8.0,2.67,0.33375,0.25,0.12,False,20.724062204360962,
gemini,gemini-2.5-pro,bandpass_response_001,bandpass_response,resonance_hz,False,50.0,48.5,1.5,0.030927835051546393,0.0,0.05,True,24.36974000930786,
gemini,gemini-2.5-pro,bandpass_response_001,bandpass_response,bandwidth_hz,False,11.0,24.2,13.2,0.5454545454545454,0.0,0.08,False,24.36974000930786,
gemini,gemini-2.5-pro,bandpass_response_001,bandpass_response,cp_f1_3db_hz,True,45.0,37.9,7.100000000000001,0.187335092348285,0.0,0.08,False,24.36974000930786,
gemini,gemini-2.5-pro,bandpass_response_001,bandpass_response,cp_f2_3db_hz,True,56.0,62.1,6.100000000000001,0.09822866344605477,0.0,0.08,False,24.36974000930786,
gemini,gemini-2.5-pro,bandpass_response_001,bandpass_response,cp_q_factor,True,4.545,2.0,2.545,1.2725,0.25,0.12,False,24.36974000930786,
gemini,gemini-2.5-pro,bandpass_response_002,bandpass_response,resonance_hz,False,80.0,68.3,11.700000000000003,0.17130307467057107,0.0,0.05,False,30.128167867660522,
gemini,gemini-2.5-pro,bandpass_response_002,bandpass_response,bandwidth_hz,False,26.0,8.5,17.5,2.0588235294117645,0.0,0.08,False,30.128167867660522,
gemini,gemini-2.5-pro,bandpass_response_002,bandpass_response,cp_f1_3db_hz,True,68.0,64.2,3.799999999999997,0.059190031152647926,0.0,0.08,True,30.128167867660522,
gemini,gemini-2.5-pro,bandpass_response_002,bandpass_response,cp_f2_3db_hz,True,94.0,72.7,21.299999999999997,0.2929848693259972,0.0,0.08,False,30.128167867660522,
gemini,gemini-2.5-pro,bandpass_response_002,bandpass_response,cp_q_factor,True,3.077,8.0,4.923,0.615375,0.25,0.12,False,30.128167867660522,
gemini,gemini-2.5-pro,bandpass_response_003,bandpass_response,resonance_hz,False,1250.0,1286.6,36.59999999999991,0.028447069796362436,0.0,0.05,True,32.173272132873535,
gemini,gemini-2.5-pro,bandpass_response_003,bandpass_response,bandwidth_hz,False,250.0,128.7,121.30000000000001,0.9425019425019426,0.0,0.08,False,32.173272132873535,
gemini,gemini-2.5-pro,bandpass_response_003,bandpass_response,cp_f1_3db_hz,True,1125.0,1223.9,98.90000000000009,0.08080725549473003,0.0,0.08,False,32.173272132873535,
gemini,gemini-2.5-pro,bandpass_response_003,bandpass_response,cp_f2_3db_hz,True,1375.0,1352.5,22.5,0.0166358595194085,0.0,0.08,True,32.173272132873535,
gemini,gemini-2.5-pro,bandpass_response_003,bandpass_response,cp_q_factor,True,5.0,10.0,5.0,0.5,0.25,0.12,False,32.173272132873535,
gemini,gemini-2.5-pro,bandpass_response_000,bandpass_response,resonance_hz,False,150.0,154.1,4.099999999999994,0.026606099935107038,0.0,0.05,True,39.51066327095032,
gemini,gemini-2.5-pro,bandpass_response_000,bandpass_response,bandwidth_hz,False,40.0,19.3,20.7,1.0725388601036268,0.0,0.08,False,39.51066327095032,
gemini,gemini-2.5-pro,bandpass_response_000,bandpass_response,cp_f1_3db_hz,True,130.0,144.8,14.800000000000011,0.10220994475138129,0.0,0.08,False,39.51066327095032,
gemini,gemini-2.5-pro,bandpass_response_000,bandpass_response,cp_f2_3db_hz,True,170.0,164.0,6.0,0.036585365853658534,0.0,0.08,True,39.51066327095032,
gemini,gemini-2.5-pro,bandpass_response_000,bandpass_response,cp_q_factor,True,3.75,8.0,4.25,0.53125,0.25,0.12,False,39.51066327095032,
gemini,gemini-2.5-pro,bandpass_response_005,bandpass_response,resonance_hz,False,30.0,25.0,5.0,0.2,0.0,0.05,False,21.20727801322937,
gemini,gemini-2.5-pro,bandpass_response_005,bandpass_response,bandwidth_hz,False,11.0,2.5,8.5,3.4,0.0,0.08,False,21.20727801322937,
gemini,gemini-2.5-pro,bandpass_response_005,bandpass_response,cp_f1_3db_hz,True,25.0,23.8,1.1999999999999993,0.05042016806722686,0.0,0.08,True,21.20727801322937,
gemini,gemini-2.5-pro,bandpass_response_005,bandpass_response,cp_f2_3db_hz,True,36.0,26.3,9.7,0.3688212927756654,0.0,0.08,False,21.20727801322937,
gemini,gemini-2.5-pro,bandpass_response_005,bandpass_response,cp_q_factor,True,2.727,10.0,7.273,0.7273,0.25,0.12,False,21.20727801322937,
gemini,gemini-2.5-pro,bandpass_response_006,bandpass_response,resonance_hz,False,16.0,16.1,0.10000000000000142,0.0062111801242236905,0.0,0.05,True,36.15586614608765,
gemini,gemini-2.5-pro,bandpass_response_006,bandpass_response,bandwidth_hz,False,3.0,2.0,1.0,0.5,0.0,0.08,False,36.15586614608765,
gemini,gemini-2.5-pro,bandpass_response_006,bandpass_response,cp_f1_3db_hz,True,14.5,15.1,0.5999999999999996,0.03973509933774832,0.0,0.08,True,36.15586614608765,
gemini,gemini-2.5-pro,bandpass_response_006,bandpass_response,cp_f2_3db_hz,True,17.5,17.1,0.3999999999999986,0.02339181286549699,0.0,0.08,True,36.15586614608765,
gemini,gemini-2.5-pro,bandpass_response_006,bandpass_response,cp_q_factor,True,5.33,8.0,2.67,0.33375,0.25,0.12,False,36.15586614608765,
gemini,gemini-2.5-pro,bandpass_response_008,bandpass_response,resonance_hz,False,200.0,238.1,38.099999999999994,0.1600167996640067,0.0,0.05,False,32.82474994659424,
gemini,gemini-2.5-pro,bandpass_response_008,bandpass_response,bandwidth_hz,False,50.0,47.6,2.3999999999999986,0.05042016806722686,0.0,0.08,True,32.82474994659424,
gemini,gemini-2.5-pro,bandpass_response_008,bandpass_response,cp_f1_3db_hz,True,177.0,215.5,38.5,0.17865429234338748,0.0,0.08,False,32.82474994659424,
gemini,gemini-2.5-pro,bandpass_response_008,bandpass_response,cp_f2_3db_hz,True,227.0,263.1,36.10000000000002,0.1372101862409731,0.0,0.08,False,32.82474994659424,
gemini,gemini-2.5-pro,bandpass_response_008,bandpass_response,cp_q_factor,True,4.0,5.0,1.0,0.2,0.25,0.12,False,32.82474994659424,
